./map1.txt
1.5708,0.785398,1.5708,0.785398,1.5708,
1.57052,0.906286,1.53243,0.810081,1.72346,
1.57916,0.930584,1.64616,0.848638,1.8813,
1.57227,1.00018,1.82576,0.79653,1.89299,
1.52758,1.05004,2.00223,0.817982,1.95554,
1.46549,1.1471,2.15943,0.830421,1.99866,
1.43532,1.2223,2.12896,0.980981,2.09785,
1.37257,1.27471,2.08843,1.14181,2.17406,
1.33263,1.45598,2.08476,1.21285,2.15205,
1.3427,1.6004,2.14063,1.19622,2.27713,
1.26789,1.58458,2.07653,1.22335,2.44833,
1.2476,1.61248,1.9921,1.29666,2.61053,
1.21541,1.679,1.88374,1.31285,2.76063,
1.14652,1.61033,1.8851,1.20212,2.89582,
1.09567,1.56703,1.85726,1.26438,3.07157,
1.05772,1.59116,2.00082,1.30812,3.1959,
1.05124,1.75404,2.04827,1.30319,3.3015,
1.01633,1.86838,1.96526,1.40236,3.39628,
0.954722,1.90754,1.89852,1.4822,3.55069,
0.906107,1.92179,2.03328,1.44286,3.68383,
0.923621,1.91653,2.15451,1.57728,3.76688,
1.02507,1.778,2.18714,1.62304,3.85267,
0.974844,1.75129,2.33905,1.68,3.95487,
0.950462,1.6915,2.4646,1.80401,4.02334,
0.954395,1.74699,2.52377,1.83337,4.20374,
1.01538,1.63733,2.50592,1.72695,4.31603,
1.02496,1.66056,2.68221,1.68886,4.39873,
1.06707,1.53033,2.79677,1.60924,4.44121,
1.02729,1.37493,2.77978,1.67016,4.54255,
0.93598,1.36758,2.77703,1.67731,4.72017,
0.97934,1.25119,2.73142,1.81166,4.78681,
1.06408,1.28729,2.67002,1.83266,4.95206,
1.11045,1.23231,2.52207,1.82267,5.06536,
1.01066,1.24253,2.47132,1.92965,5.19152,
0.878888,1.34742,2.46721,1.90196,5.29568,
0.755288,1.34113,2.55257,2.02486,5.34356,
0.630259,1.33004,2.53276,2.17884,5.33169,
0.470583,1.3444,2.47227,2.28046,5.31398,
0.40639,1.46775,2.50244,2.42031,5.32799,
0.558872,1.51724,2.57695,2.512,5.30954,
0.618667,1.67493,2.62999,2.58883,5.25622,
0.551311,1.7747,2.54827,2.71776,5.20924,
0.636043,1.9005,2.65151,2.75746,5.14023,
0.601626,1.91093,2.74235,2.85458,5.11526,
0.594327,1.91671,2.74348,2.85766,5.11682,
0.392699,2.35619,3.14159,2.82743,4.71239,
